epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
46,0.9186785714149475,0.2202016009909766,1.00000015e-14,0.9144166665077209,0.22934319856961569
47,0.9186785713195801,0.22020159930161068,1.00000015e-14,0.9144166665077209,0.22934319856961569
48,0.9186785714149475,0.220201601426942,1.00000015e-14,0.9144166665077209,0.22934319856961569
49,0.9186785713059562,0.22020160251004356,1.00000015e-14,0.9144166665077209,0.22934319856961569
50,0.9186785715784346,0.22020160061972482,1.00000015e-14,0.9144166665077209,0.22934319856961569
51,0.9186785714421953,0.2202016042130334,1.0000001e-15,0.9144166665077209,0.22934319856961569
52,0.9186785714830671,0.2202015993663243,1.0000001e-15,0.9144166665077209,0.22934319856961569
53,0.9186785715648106,0.22020160177094597,1.0000001e-15,0.9144166665077209,0.22934319856961569
54,0.9186785712923322,0.22020160150187357,1.0000001e-15,0.9144166665077209,0.22934319856961569
55,0.9186785715239388,0.22020160137244632,1.0000001e-15,0.9144166665077209,0.22934319856961569
56,0.9186785714013236,0.22020160093988692,1.0000001e-16,0.9144166665077209,0.22934319856961569
57,0.9186785715648106,0.22020159845692772,1.0000001e-16,0.9144166665077209,0.22934319856961569
58,0.9186785715239388,0.22020160171985625,1.0000001e-16,0.9144166665077209,0.22934319856961569
59,0.9186785714149475,0.22020159903594425,1.0000001e-16,0.9144166665077209,0.22934319856961569
60,0.9186785715648106,0.22020160095351082,1.0000001e-16,0.9144166665077209,0.22934319856961569
61,0.9186785713740757,0.2202016050202506,1.0000001e-17,0.9144166665077209,0.22934319856961569
62,0.9186785714149475,0.22020159739426204,1.0000001e-17,0.9144166665077209,0.22934319856961569
63,0.9186785714558192,0.22020160398823874,1.0000001e-17,0.9144166665077209,0.22934319856961569
64,0.9186785715784346,0.22020160355227333,1.0000001e-17,0.9144166665077209,0.22934319856961569
65,0.9186785713059562,0.2202016026360648,1.0000001e-17,0.9144166665077209,0.22934319856961569
66,0.918678571510315,0.22020160239764622,1e-18,0.9144166665077209,0.22934319856961569
67,0.9186785715239388,0.22020160218988147,1e-18,0.9144166665077209,0.22934319856961569
68,0.9186785713740757,0.22020160193783897,1e-18,0.9144166665077209,0.22934319856961569
69,0.9186785715784346,0.22020160164492472,1e-18,0.9144166665077209,0.22934319856961569
70,0.918678571346828,0.22020160126345498,1e-18,0.9144166665077209,0.22934319856961569
71,0.9186785714013236,0.22020160219328744,1.00000003e-19,0.9144166665077209,0.22934319856961569
72,0.9186785715648106,0.22020160174369813,1.00000003e-19,0.9144166665077209,0.22934319856961569
73,0.9186785714558192,0.22020160348755974,1.00000003e-19,0.9144166665077209,0.22934319856961569
74,0.9186785715375628,0.2202016035590853,1.00000003e-19,0.9144166665077209,0.22934319856961569
75,0.9186785714149475,0.22020160391671317,1.00000003e-19,0.9144166665077209,0.22934319856961569
76,0.918678571333204,0.2202016040291105,1.00000005e-20,0.9144166665077209,0.22934319856961569
77,0.918678571510315,0.22020160095351082,1.00000005e-20,0.9144166665077209,0.22934319856961569
78,0.9186785715784346,0.22020160183906556,1.00000005e-20,0.9144166665077209,0.22934319856961569
79,0.9186785713740757,0.2202016021830695,1.00000005e-20,0.9144166665077209,0.22934319856961569
80,0.918678571510315,0.2202016071523939,1.00000005e-20,0.9144166665077209,0.22934319856961569
81,0.9186785713195801,0.22020160476139614,1.0000001e-21,0.9144166665077209,0.22934319856961569
82,0.9186785714558192,0.2202016030550003,1.0000001e-21,0.9144166665077209,0.22934319856961569
83,0.9186785713059562,0.22020159957749502,1.0000001e-21,0.9144166665077209,0.22934319856961569
84,0.9186785714830671,0.22020160326617105,1.0000001e-21,0.9144166665077209,0.22934319856961569
85,0.9186785715784346,0.22020159695489067,1.0000001e-21,0.9144166665077209,0.22934319856961569
86,0.918678571333204,0.2202016008377075,1.0000001e-22,0.9144166665077209,0.22934319856961569
87,0.9186785714285715,0.22020160209110806,1.0000001e-22,0.9144166665077209,0.22934319856961569
88,0.9186785715511867,0.22020160106590816,1.0000001e-22,0.9144166665077209,0.22934319856961569
89,0.9186785715648106,0.22020159844330378,1.0000001e-22,0.9144166665077209,0.22934319856961569
90,0.9186785715648106,0.22020160304818834,1.0000001e-22,0.9144166665077209,0.22934319856961569
91,0.9186785713059562,0.22020160195486888,1.0000001e-23,0.9144166665077209,0.22934319856961569
92,0.9186785715784346,0.22020160557542529,1.0000001e-23,0.9144166665077209,0.22934319856961569
93,0.9186785715648106,0.22020160399845667,1.0000001e-23,0.9144166665077209,0.22934319856961569
94,0.9186785712787083,0.2202016018629074,1.0000001e-23,0.9144166665077209,0.22934319856961569
95,0.9186785714966911,0.22020160194124494,1.0000001e-23,0.9144166665077209,0.22934319856961569
96,0.9186785714421953,0.22020160187312535,1.0000001e-24,0.9144166665077209,0.22934319856961569
97,0.9186785712923322,0.22020160057544708,1.0000001e-24,0.9144166665077209,0.22934319856961569
98,0.9186785714149475,0.22020159923349109,1.0000001e-24,0.9144166665077209,0.22934319856961569
99,0.9186785713059562,0.22020159947872162,1.0000001e-24,0.9144166665077209,0.22934319856961569
